# id	file_path	transparent_color_r	g	b
[TEXTURES]
500	textures\Map1-4_bank.png	255	255	255

0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\tiles.png	255	128	192
40	textures\tiles4.png	4	193	170
50	textures\enemies-2.png	0	128	128
60	textures\enemy3.png	255	255	255
70	textures\map.png	156	252	240
80	textures\mario2.png	255	255	255
90	textures\mario3.png	255	255	255
100	textures\misc2.png	166	185	255
110	textures\enemies-3.png	0	130	130
120	textures\misc3.png	166	185	255
130	textures\enemies-4.png	0	255	255
140	textures\flower.png	255	255	255
150	textures\mairuadongua.png	0	128	128
160	textures\flower2.png	255	255	255
170	textures\mairuanguahoisinh.png	0	255	255
180	textures\title.png	255	255	255
190	textures\title2.png	237	28	36
200	textures\ruaden.png	255	255	255
210	textures\new_mario_left.png	67	145	190
220	textures\new_mario_right.png	67	145	190
230	textures\menu_game.png	255	219	161
240	textures\HUD.png	0	224	142
250	textures\special_item.png	0	183	239
260	textures\star_and_flower.png	0	183	239
270	textures\mario_transform_left.png	68	145	190
280	textures\mario_transform_right.png	68	145	190
290	textures\end_scene1.png	0	0	0
300	textures\enemies-2-red-goomba-die.png	0	128	128
310	textures\enemies-goomba-normal-die.png	3	26	110
320	textures\Map1-4_full.png	156	252	240

#ID	TRTileSet	TCTileSet	TRMap	TCMap	TotalTiles	Matrix_Path
[MAP]
500	4	18	14	80	64	textures\Map-1-4.txt



# id	left	top	right	bottom	texture_id
[SPRITES]
#jump left big
507	8002	100
#brake right big
508	5015	50
#brake right big
509	5001	50
#hold right big
510	7012	100	9008	100	9009	100
#hold left big
511	7004	100	9006	100	9005	100
#kick right big
512	8015	100
#kick right big
513	8001	100
#running right big
514	5009	50	5010	50	5011	50
#running left big
515	5007	50	5006	50	5005	50

#jump right small
516	3014	100
#jump left small
517	3002	100
#fly right small
518	2009	100	2010	100	2011	100	2012	100	2013	100
#fly left small
519	2007	100	2006	100	2005	100	2004	100	2003	100
#brake right small
520	1015	50
#brake right small
521	1001	50
#hold right small
522	4009	100	4010	100
#hold left small
523	4007	100	4006	100
#kick right small
524	3015	100
#kick right small
525	3001	100
#running right small
526	1009	50	1010	50	1011	50
#running left small
527	1007	50	1006	50	1005	50
#sitdown right big
528	7015	100
#sitdown left big
529	7001	100
#die
599	4008	100


#jump_fall right big
900	5011	100
#jump_fall left big
901	5005	100


#jump_fall right tail
902	21013	100
#jump_fall left tail
903	23004	100


#jump_fall right fire
904	11011	100
#jump_fall left fire
905	11005	100

#===== MARIO's PIPE ANIMATION
#=== mario small
10000	5008	100
#=== mario big
10001	1008	100
#==== mario tail
10002	400005	100
#==== mario fire
10003	11008	100

# ====TAIL MARIO =========
#idle right tail
600	17009	100
#idle left tail
601	17007	100
#walk right tail
602	17009	100	17010	100	17011	100
#walk left tail
603	17007	100	17006	100	17005	100
#jump right tail
604	20014	100
#jump left tail
605	20002	100
#brake right tail
608	17015	50
#brake left tail
609	17001	50
#fly right tail
606	19013	100	20013	100
#fly left tail
607	19003	100	20003	100
#hold right tail
610	18020	100	18022	100	18023	100	18022	100
#hold left tail
611	18021	100	18024	100	18025	100	18024	100
#kick right tail
612	18026	100
#kick left tail
613	18027	100
#running right tail
614	17009	50	17010	50	17011	50
#running left tail
615	17007	50	17006	50	17005	50
#sitdown right tail
616	18014	100
#sitdown left tail
617	18002	100
#?UÔI_QUAY_TRÁI
618	17004	80	17008	80	17012	80	18008	80
#?UÔI_QUAY_PH?I
619	17012	80	17008	80	17004	80	18008	80
#?UÔI_ROI_TRÁI
620	23004	100	21003	100
#?UÔI_ROI_PH?I
621	23012	100	21013	100
#high TAIL speed left 
622	24001	30	24002	30	24003	30	24002	30
#high TAIL speed right
623	24004	30	24005	30	24006	30	24005	30

# ====FIRE MARIO =========
#idle right fire
700	11009	100
#idle left fire
701	11007	100
#walk right fire
702	11009	100	11010	100	11011	100
#walk left fire
703	11007	100	11006	100	11005	100
#jump right fire
704	14014	100
#jump left fire
705	14002	100
#fly right fire
706	12009	100	12010	100	12011	100	12012	100	12013	100	12014	100
#fly left fire
707	12007	100	12006	100	12005	100	12004	100	12003	100	12002	100
#brake right fire
708	11015	50
#brake left fire
709	11001	50
#hold right fire
710	13012	100	15010	100	15011	100
#hold left fire
711	13004	100	15006	100	15005	100
#kick right fire
712	14015	100
#kick left fire
713	14001	100
#running right fire
714	11009	50	11010	50	11011	50
#running left fire
715	11007	50	11006	50	11005	50
#sitdown right fire
716	13015	100
#sitdown left fire
717	13001	100

#hold right idle big
718	7012	100
#hold left idle big
719	7004	100


#hold right idle small
720	4009	100
#hold left idle big
721	4007	100


#hold right idle tail
722	18020	100
#hold left idle big
723	18021	100


#hold right idle fire
724	13012	100
#hold left idle big
725	13004	100


#=========== JUMP MAX POWER MARIO
#===== LEVEL BIG
#==== RIGHT
726	6014	100
#==== LEFT
727	6012	100
#===== LEVEL SMALL
#==== RIGHT
728	2013	100
#==== LEFT
729	2003	100
#===== LEVEL TAIL
#==== RIGHT
730	35000	100
#==== LEFT
731	35001	100
#===== LEVEL FIRE
#==== RIGHT
732	12014	100
#==== LEFT
733	12002	100





#======= MARIO TRANSFORM 
#=== LEFT =====
998	22000	100	5007	100
#==== RIGHT =====
999	22001	100	5009	100





#======= MARIO TRANSFORM SMOKE
#====== LEFT ====
13100	22002	100	22003	100	22004	100	22005	100
#=====RIGHT=====
13101	22006	100	22007	100	22008	100	22009	100

#SECTION 1
#==== QUESTION BRICK
2108	70513	100	70514	100	70515	100	70516	100

#==== QUESTION BRICK WITHOUT QUESTION
2109	70517	100


#==== GACH B? ???C ====
3003	80011	50	80012	50	80013	50	80014	50

#DOUBLE PIPE
3005	80016	100

#==== G?CH B? L? ====
3000	50010	100

#==== DONG TIEN
2100	70100	150	70101	150	70102	150	70101	150

# ====GACH NHO LOAI 1=========
1500	50001	100
1501	50002	100
1502	50003	100

#==== GACH BU TRÊN ====
1503	50004	100
1504	50005	100
1505	50006	100

#==== GACH BU DUOI====
1506	50007	100
1507	50008	100
1508	50009	100


#==== FIRE BULLET
#==== FIRE BULLET RIGHT
2101	70501	100	70502	100
2102	70503	100	70504	100

## b?n l?a
## b?n trái
1681	13004	25	13003	25	13002	100
## b?n ph?i
1680	13012	25	13013	25	13014	100


#==== QUESTION BRICK WITHOUT QUESTION
2109	70517	100

#===== LEAF LEFT
2110	70518	100

#===== LEAF RIGHT
2111	70519	100

#===== MUSHROOM RED
2112	70601	100
#===== MUSHROOM GREEN
2113	70602	100

#==== ?NG C?NG
1651	60051	100
1652	60052	100
1653	60053	100
1654	60054	100

# ==== GOOMBA  =========
# walk
1660	60059	100	60060	100
# die
1661	60061	100
##MAX SPEED
# b?    ph?i	trái				
1682	5012	25	5013	25	5014	25
1683	5002	25	5003	25	5004	25
#l?a ph?i trái					
1684	11012	25	11013	25	11014	25
1685	11002	25	11003	25	11004	25
#nh? ph?i trái					
1686	1010	25	1012	25
1687	1004	25	1006	25

# ==== KOOPAS  XANH_?I B?=========
#walk left
1662	60062	100	60063	100
#walk right
1663	60064	100	60065	100
#die
1664	60066	100
##KOOPAS XANH BAY_PH?I SANG TRÁI
1665	60067	100	60068	100	60069	100	60070	100
#KOOPAS MAI RÙA _XANH
#ÚP
1666	60071	100
#60072	100	60073	100	60074	100
#NG?A
1667	60075	100
#KOOPAS ?? _?I B?
#walk left
1668	60076	100	60077	100
#walk right
1676	60093	100	60094	100
#KOOPAS ??_BAY
1669	60078	100	60079	100	60080	100	60081	100
#MAI RÙA ??
#ÚP
1670	60082	100
#GOOMBA ?? _BAY
1671	60086	100	60087	100	60088	100	60089	100
#GOOMBA ??_CH?T
1672	60090	100
#GOOMBA XANH_XOAY
1673	80004	50	80005	50	80006	50
#GOOMBA ??_XOAY
1674	80008	50	80009	50	80010	50
#GOOMBA ?? ?I B?				
1675	60091	100	60092	100

#KOOPAS XANH HOI SINH UP
1677	61000	100	60071	100

#KOOPAS DO HOI SINH UP
1678	61002	100	60082	100

#KOOPAS DO MAI DO
1679	61004	100

#KOOPAS XANH HOI SINH NGUA
1690	60075	100	61005	100

#KOOPAS DO HOI SINH NGUA
1691	61004	100	61006	100

#KOOPAS XANH SPINNING NGUA
1692	80100	50	80101	50	80102	50

#KOOPAS RED SPINNING NGUA
1693	80103	50	80104	50	80105	50

#Koopas xanh walk right faster
1701	60064	40	60065	40

#===== GOOMBA RED DIE BY KICK
2333	70600	100

#===== GOOMBA RED DIE BY KICK
2334	70601	100

#==== KOOPAS RED FLY NEW
2335	91000	100	91001	100


#============HUD==============			
4000	60100	100
#icon MARIO			
4001	60102	100
#icon Lugi			
4002	60103	100
#PowerMelter filled arrow			
4003	60104	100
#powerMelter filled iconP			
4004	60105	150	60107	150
#powerMelter empty arrow			
4005	60106	100
#powerMelter empty iconP			
4006	60107	100
#empty card			
4007	60108	100
#mushroom card			
4008	60109	100
#fireflower card			
4009	60110	100
#star card			
4010	60111	100
#font - 0		
4011	60112	100
#font - 1			
4012	60113	100
#font - 2			
4013	60114	100
#font - 3			
4014	60115	100
#font - 4			
4015	60116	100
#font - 5			
4016	60117	100
#font - 6			
4017	60118	100
#font - 7			
4018	60119	100
#font - 8			
4019	60120	100
#font - 9			
4020	60121	100
#font - A			
4021	60122	100
#font - B			
4022	60123	100
#font - C			
4023	60124	100
#font - D			
4024	60125	100
#font - E			
4025	60126	100
#font - F			
4026	60127	100
#font - G			
4027	60128	100
#font - H			
4028	60129	100
#font - I			
4029	60130	100
#font - J			
4030	60131	100
#font - K		
4031	60132	100
#font - L			
4032	60133	100
#font - M			
4033	60134	100
#font - N			
4034	60135	100
#font - O			
4035	60136	100
#font - P			
4036	60137	100
#font - Q			
4037	60138	100
#font - R			
4038	60139	100
#font - S			
4039	60140	100
#font - T			
4040	60141	100
#font - U			
4041	60142	100
#font - V			
4042	60143	100
#font - W			
4043	60144	100
#font - X			
4044	60145	100
#font - Y			
4045	60146	100
#font - Z			
4046	60147	100
#==========SCORE ===================			
#100			
4047	60150	100
#200		
4048	60151	100
#400			
4049	60152	100
#800			
4050	60153	100
#1000			
4051	60154	100
#2000			
4052	60155	100
#4000			
4053	60156	100
#8000			
4054	60157	100
#1LV			
4055	60158	100

#==== black black
4056	60148	100



#====SPECIAL ITEMS
#FLOWER IDLE
4057	62149	100
#=== MUSHROOM IDLE
4058	62150	100
#==== STAR IDLE
4059	62151	100
#FLOWER UP
4060	62152	100	62158	200
#=== MUSHROOM UP
4061	62154	100	62158	200
#==== STAR UP
4062	62156	100	62158	200


#==== WORDS END SCENE 1
#====COURSE CLEAR
9100	80200	100
#====YOU GOT A CARD
9101	80201	100

#==== ANIMATION GACH BE
9200	62200	100


#==== NEW MAP 1-4 =========

#==== BRICK HILLS
#=== GOC TREN TRAI
200000	100000	100
#=== GOC TREN GIUA
200001	100001	100
#=== GOC TREN PHAI
200002	100002	100
#=== GOC DUOI TRAI
200003	100003	100
#=== GOC DUOI GIUA
200004	100004	100
#=== GOC DUOI PHAI
200005	100005	100


#======GACH NHO XEP HANG DOC
200006	100006	100

#===== TANG GACH BU
#=== GOC TREN TRAI
200007	100007	100
#=== GOC TREN GIUA
200008	100008	100
#=== GOC TREN PHAI
200009	100009	100
#=== GOC DUOI TRAI
200010	100010	100
#=== GOC DUOI GIUA
200011	100011	100
#=== GOC DUOI PHAI
200012	100012	100

#===== MOVING HORIZONTAL RECTANGLE
200013	100013	100

#===== BOOMERANG
#===== RIGHT
200014	100014	100	100015	100	100016	100	100017	100

#===== LEFT
200015	100018	100	100019	100	100020	100	100021	100

#===== BOOMERANG ENEMY
#===== NORMAL RIGHT
200016	100022	100	100023	100
#===== THROW  RIGHT
200017	100024	100	100025	100
#==== DIE    RIGHT
200018	100026	100	100027	100

#===== NORMAL LEFT
200019	100028	100	100029	100
#===== THROW  LEFT
200020	100030	100	100031	100
#==== DIE    LEFT
200021	100032	100	100033	100


#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	500	501	506	507	504	505	508	509	510	511	512	513	514	515	528	529	599	599	402	403	502	503	516	517	518	519	520	521	522	523	524	525	526	527	599	599	599	599	600	601	602	603	604	605	606	607	608	609	610	611	612	613	614	615	616	617	618	619	700	701	702	703	704	705	706	707	708	709	710	711	712	713	714	715	716	717	1680	1681	1682	1683	1684	1685	1686	1687	623	622	620	621	599	10000	10001	10002	10003	998	999	13100	13101
#===== SCORE AND 1VP
9000	4047	4048	4049	4050	4051	4052	4053	4054	4055

#==== GACH B? ???C ====
403	3003	2100

#==== G?CH B? L? ====
402	3000

#==== GACH B? ???C ====
403	3003	2100

#==== G?CH B? L? ====
402	3000

# ====GACH NHO LOAI 1 =========
30	1500
31	1501
32	1502

#==== GACH BU TRÊN====
33	1503
34	1504
35	1505

#==== GACH BU DUOI====
36	1506
37	1507
38	1508


#DOUBLE PIPE
405	3005

#SECTION 2

#==== DONG TIEN
209	2100

# ====GACH NHO LOAI 1 =========
30	1500
31	1501
32	1502

#==== GACH BU TRÊN====
33	1503
34	1504
35	1505

#==== GACH BU DUOI====
36	1506
37	1507
38	1508

#===== FIRE BULLET
215	2101	2102

#====== LEAF
219	2110	2111

#MUSHROOM (RED , GREEN)
220	2112	2113

#=== ?NG C?NG D?C
80	1651
81	1652
82	1653
83	1654

## GOOMBA  :THUONG ?I B?(bthg- ch?t) , ?? BAY
88	1660	1661	1671	1672	1675	1671	2333	2334

## KOOOPAS
## Th? t? :Xanh ?i b? (trái ph?i),xanh bay (trái), mai rùa xanh(úp,ng?a), ?? ?i b?(trái,phai) ,?? bay (trái),mai ??( úp),hoi sinh (xanh,do)
89	1662	1663	1665	1666	1667	1668	1676	1669	1670	1673	1674	1677	1678	1679	1690	1691	2312	2313	1701	1692	1693	2335



#====BANG HUD
100	4000


#===== black black
107	4056


#==== SPECIAL ITEMS
108	4057	4058	4059	4060	4061	4062


#==== WORDS END SCENE 1
1140	9100	9101	4008	4009	4010

#===== GACH BE ANIMATION
1222	9200


#==== NEW MAP 1-4 =========

#==== BRICK HILLS
#=== GOC TREN TRAI
1300	200000
#=== GOC TREN GIUA
1301	200001
#=== GOC TREN PHAI
1302	200002
#=== GOC DUOI TRAI
1303	200003
#=== GOC DUOI GIUA
1304	200004
#=== GOC DUOI PHAI
1305	200005

#==== GACH NHO XEP HANG DOC
1306	200006


#===== TANG GACH BU
#=== GOC TREN TRAI
1307	200007
#=== GOC TREN GIUA
1308	200008
#=== GOC TREN PHAI
1309	200009
#=== GOC DUOI TRAI
1310	200010
#=== GOC DUOI GIUA
1311	200011
#=== GOC DUOI PHAI
1312	200012

#======QUESTION BRICK
218	2108	2109	3003

#============ MOVING HORIZONTAL RECTANGLE
1313	200013

#====== BOOMERANG
1314	200014	200015

#====== BOOMERANG ENEMY
1315	200016	200017	200018	200021	200019	200020
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type



#==== BRICK HILLS 1
#===HANG 1
1	0	352	1300
1	16	352	1301
1	32	352	1301
1	48	352	1301
1	64	352	1301
1	80	352	1301
1	96	352	1301
1	112	352	1301
1	128	352	1301
1	144	352	1302
#===HANG 2
1	0	368	1303
1	16	368	1304
1	32	368	1304
1	48	368	1304
1	64	368	1304
1	80	368	1304
1	96	368	1304
1	112	368	1304
1	128	368	1304
1	144	368	1305
#===HANG 3
1	0	384	1303
1	16	384	1304
1	32	384	1304
1	48	384	1304
1	64	384	1304
1	80	384	1304
1	96	384	1304
1	112	384	1304
1	128	384	1304
1	144	384	1305
#===HANG 4
1	0	400	1303
1	16	400	1304
1	32	400	1304
1	48	400	1304
1	64	400	1304
1	80	400	1304
1	96	400	1304
1	112	400	1304
1	128	400	1304
1	144	400	1305
#===HANG 5
1	0	416	1303
1	16	416	1304
1	32	416	1304
1	48	416	1304
1	64	416	1304
1	80	416	1304
1	96	416	1304
1	112	416	1304
1	128	416	1304
1	144	416	1305


#==== BRICK HILLS 2
#HANG 1
1	1968	368	1300
1	1984	368	1301
1	2000	368	1302
#HANG 2
1	1968	384	1303
1	1984	384	1304
1	2000	384	1305


#==== GACH NHO XEP HANG DOC
1	2032	240	1306
1	2032	256	1306
1	2032	272	1306
1	2032	288	1306
1	2032	304	1306
1	2032	320	1306
1	2032	336	1306
1	2032	352	1306
1	2032	368	1306
1	2032	384	1306


#==== TANG GACH BU
#===HANG 1
1	1920	400	1307
1	1936	400	1308
1	1952	400	1308
1	1968	400	1308
1	1984	400	1308
1	2000	400	1308
1	2016	400	1308
1	2032	400	1309
#===HANG 2
1	1920	416	1310
1	1936	416	1311
1	1952	416	1311
1	1968	416	1311
1	1984	416	1311
1	2000	416	1311
1	2016	416	1311
1	2032	416	1312


#ONG CONG 2
6	2191	384	80
6	2208	384	81
6	2192	400	82
6	2208	400	83

# MARIO ALWAY THE LAST TO BE DRAW
0	8	300	1
#0	1990	328	1
#0	2300	328	1



#15	65	270	209



#ONG CONG 1
29	1936	336	405
6	1937	352	82
6	1953	352	83
6	1937	368	82
6	1953	368	83
6	1937	384	82
6	1953	384	83


# --- HÀNG GACH NHO HANG NGANG ----
1	2064	416	30
1	2080	416	31
1	2096	416	31
1	2112	416	31
1	2128	416	31
1	2144	416	31
1	2160	416	31
1	2176	416	31
1	2192	416	31
1	2208	416	31
1	2224	416	31
1	2240	416	31
1	2256	416	31
1	2272	416	31
1	2288	416	31
1	2304	416	31
1	2320	416	31
1	2336	416	31
1	2352	416	31
1	2368	416	31
1	2384	416	31
1	2400	416	31
1	2416	416	31
1	2432	416	31
1	2448	416	31
1	2464	416	31
1	2480	416	31
1	2496	416	31
1	2512	416	31
1	2528	416	31
1	2544	416	31
1	2560	416	32


#===== black black
4	0	436	107

#===== BANG HUD
27	2	446	100


#==== SPECIAL ITEMS
28	2448	336	108





#===== NEW MAP CAM
#=== THU 1
47	0	1733	1
#==== THU 2
47	2064	2258	2
## coin 10 times
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1008	352	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
10	1536	288	209
#=====  BREAKABLE BRICK
#===== HANG 1
23	224	352	403
23	240	352	403
23	256	352	403
23	272	352	403
#===== HANG 2
23	384	336	403
23	400	336	403
23	416	336	403
23	432	336	403
23	448	336	403
#===== HANG 3
23	608	288	403
23	624	288	403
#====== MUSHROOM GREEN
19	640	288	220
20	640	288	218
23	656	288	403
#===== HANG 4
23	640	368	403
23	656	368	403
#===== HANG 5
23	752	320	403
23	752	336	403
23	752	352	403
23	752	368	403
23	752	368	403
23	768	368	403
23	784	368	403
#===== HANG 6
23	864	336	403
23	864	336	403
23	864	336	403
23	864	352	403
23	880	352	403
23	896	352	403
#===== HANG 7
23	944	336	403
23	944	352	403
#==== LEAF 1
16	960	352	219
#===== MUSHROOM RED 1
17	960	352	220
## g?ch n?m lá
18	960	352	218
#===== HANG 8
23	960	400	403
23	976	400	403
23	992	400	403
23	1008	400	403
#===== HANG 9
48	1008	352	218
23	1024	352	403
23	1040	352	403
23	1056	352	403
23	1072	352	403
#===== HANG 10
23	1152	384	403
23	1168	384	403
23	1184	384	403
23	1200	384	403
23	1216	384	403
#===== HANG 11
23	1184	304	403
23	1200	304	403
23	1216	304	403
# n?m xanh
19	1232	304	220
20	1232	304	218
#===== HANG 12
23	1264	368	403
23	1280	368	403
#===== HANG 13
23	1392	304	403
23	1408	304	403
23	1424	304	403
#===== HANG 14
48	1536	288	218
23	1536	304	403
#===== HANG 15
23	1536	368	403
23	1536	384	403
23	1536	400	403
23	1552	400	403
23	1568	400	403
23	1584	400	403
#===== HANG 16
23	1728	288	403
23	1728	304	403
23	1728	320	403
#===== HANG 17
23	1776	368	403
23	1792	368	403
23	1808	368	403

#===== GACH BE ANIMATION
#==== LEFT TOP
31	12000	12000	1222
32	12000	12000	1222
33	12000	12000	1222
34	12000	12000	1222
31	12000	12000	1222
32	12000	12000	1222
33	12000	12000	1222
34	12000	12000	1222
31	12000	12000	1222
32	12000	12000	1222
33	12000	12000	1222
34	12000	12000	1222
31	12000	12000	1222
32	12000	12000	1222
33	12000	12000	1222
34	12000	12000	1222
31	12000	12000	1222
32	12000	12000	1222
33	12000	12000	1222
34	12000	12000	1222
#==== MOVING FLOATING WOOD

49	368	320	1313	1
49	560	352	1313	2
49	592	304	1313	3
49	624	400	1313	4
49	752	336	1313	5
49	1088	384	1313	6
49	1200	320	1313	7
49	1376	352	1313	8
49	1408	336	1313	9
49	1552	304	1313	10
49	1776	336	1313	11
49	1744	384	1313	12
49	1792	416	1313	13

#==== BOOMERANG ENEMY
51	70	300	1315


#===== BOOMERANG
50	11000	11000	1314	1
50	11000	11000	1314	2


#===== KOOPAS RED FLY
#52	180	230	89



#===== COIN
10	337	304	209
10	353	304	209
10	369	304	209
10	417	272	209
10	433	272	209
10	449	272	209
10	769	304	209
10	785	304	209
10	801	304	209
10	849	272	209
10	865	272	209
10	881	272	209
10	1329	288	209
10	1345	288	209
10	1361	288	209
10	1505	272	209
10	1505	288	209
10	1505	304	209
10	1505	320	209
10	1505	336	209
10	1505	352	209
10	1505	368	209
10	1505	384	209
10	1889	304	209
10	1905	304	209
10	1921	304	209

#===== SCORE
35	6000	6000	9000
35	6000	6000	9000
35	6000	6000	9000
35	6000	6000	9000
35	6000	6000	9000
#===== KOOPAS RED FLY
#52	180	230	89
#KOOPA Ð?_B?
8	1072	300	89
#8	1983	300	89
#KOOPAS 
